@runq_delay_us: 
[2, 4)               400 |@@@@@@                                              |
[2, 4)           4303567 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)           5275719 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2521235 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2161061 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1437665 |@@@@@@@@@@@@@@                                      |
[64, 128)         809848 |@@@@@@@                                             |
[128, 256)        674416 |@@@@@@                                              |
[256, 512)        500181 |@@@@                                                |
[512, 1K)         305003 |@@@                                                 |
[1K, 2K)          118228 |@                                                   |
[2K, 4K)           54620 |                                                    |
[4K, 8K)            9501 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 28655447
@runq_delay_us: 
[1]               249585 |@@                                                  |
[2, 4)           4339313 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)           5295362 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2530438 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2169751 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1440963 |@@@@@@@@@@@@@@                                      |
[64, 128)         810389 |@@@@@@@                                             |
[128, 256)        674714 |@@@@@@                                              |
[256, 512)        500364 |@@@@                                                |
[512, 1K)         305066 |@@                                                  |
[1K, 2K)          118230 |@                                                   |
[2K, 4K)           54620 |                                                    |
[4K, 8K)            9501 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 28786006
@runq_delay_us: 
[1]               250288 |@@                                                  |
[2, 4)           4376841 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)           5313977 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2539711 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2178839 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1444048 |@@@@@@@@@@@@@@                                      |
[64, 128)         811043 |@@@@@@@                                             |
[128, 256)        675206 |@@@@@@                                              |
[256, 512)        500540 |@@@@                                                |
[512, 1K)         305138 |@@                                                  |
[1K, 2K)          118245 |@                                                   |
[2K, 4K)           54635 |                                                    |
[4K, 8K)            9501 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 28917946
@runq_delay_us: 
[1]               252012 |@@                                                  |
[2, 4)           4412258 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)           5332950 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2549340 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2188255 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1447638 |@@@@@@@@@@@@@@                                      |
[64, 128)         812056 |@@@@@@@                                             |
[128, 256)        675820 |@@@@@@                                              |
[256, 512)        500921 |@@@@                                                |
[512, 1K)         305339 |@@                                                  |
[1K, 2K)          118271 |@                                                   |
[2K, 4K)           54656 |                                                    |
[4K, 8K)            9502 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29051091
@runq_delay_us: 
[1]               253208 |@@                                                  |
[2, 4)           4444607 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)           5353752 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2558728 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2197132 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1451345 |@@@@@@@@@@@@@@                                      |
[64, 128)         812808 |@@@@@@@                                             |
[128, 256)        676321 |@@@@@@                                              |
[256, 512)        501241 |@@@@                                                |
[512, 1K)         305485 |@@                                                  |
[1K, 2K)          118305 |@                                                   |
[2K, 4K)           54677 |                                                    |
[4K, 8K)            9503 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29180048
@runq_delay_us: 
[1]               254170 |@@                                                  |
[2, 4)           4483010 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)           5372301 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2567896 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2206163 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1454170 |@@@@@@@@@@@@@@                                      |
[64, 128)         813264 |@@@@@@@                                             |
[128, 256)        676607 |@@@@@@                                              |
[256, 512)        501354 |@@@@                                                |
[512, 1K)         305519 |@@                                                  |
[1K, 2K)          118307 |@                                                   |
[2K, 4K)           54677 |                                                    |
[4K, 8K)            9503 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29312985
@runq_delay_us: 
[1]               257456 |@@                                                  |
[2, 4)           4518459 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)           5390236 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2577149 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2215368 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1457353 |@@@@@@@@@@@@@@                                      |
[64, 128)         814091 |@@@@@@@                                             |
[128, 256)        677314 |@@@@@@                                              |
[256, 512)        501864 |@@@@                                                |
[512, 1K)         305789 |@@                                                  |
[1K, 2K)          118421 |@                                                   |
[2K, 4K)           54713 |                                                    |
[4K, 8K)            9503 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29446527
@runq_delay_us: 
[1]               260891 |@@                                                  |
[2, 4)           4549472 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)           5411060 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2586894 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2225192 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1461863 |@@@@@@@@@@@@@@                                      |
[64, 128)         815143 |@@@@@@@                                             |
[128, 256)        677849 |@@@@@@                                              |
[256, 512)        502175 |@@@@                                                |
[512, 1K)         305969 |@@                                                  |
[1K, 2K)          118469 |@                                                   |
[2K, 4K)           54720 |                                                    |
[4K, 8K)            9503 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29579542
@runq_delay_us: 
[1]               265221 |@@                                                  |
[2, 4)           4580955 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)           5432290 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2596210 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2234099 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1465534 |@@@@@@@@@@@@@@                                      |
[64, 128)         816306 |@@@@@@@                                             |
[128, 256)        678659 |@@@@@@                                              |
[256, 512)        502725 |@@@@                                                |
[512, 1K)         306155 |@@                                                  |
[1K, 2K)          118529 |@                                                   |
[2K, 4K)           54768 |                                                    |
[4K, 8K)            9523 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29714884
@runq_delay_us: 
[1]               271029 |@@                                                  |
[2, 4)           4616487 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5451326 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2604450 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2242229 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1468376 |@@@@@@@@@@@@@@                                      |
[64, 128)         816875 |@@@@@@@                                             |
[128, 256)        679083 |@@@@@@                                              |
[256, 512)        502963 |@@@@                                                |
[512, 1K)         306239 |@@                                                  |
[1K, 2K)          118558 |@                                                   |
[2K, 4K)           54770 |                                                    |
[4K, 8K)            9523 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 29852285
@runq_delay_us: 
[1]               276879 |@@                                                  |
[2, 4)           4681028 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5492725 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2623819 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2261392 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1475789 |@@@@@@@@@@@@@                                       |
[64, 128)         818270 |@@@@@@@                                             |
[128, 256)        680051 |@@@@@@                                              |
[256, 512)        503387 |@@@@                                                |
[512, 1K)         306424 |@@                                                  |
[1K, 2K)          118616 |@                                                   |
[2K, 4K)           54809 |                                                    |
[4K, 8K)            9525 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30116278
@runq_delay_us: 
[1]               280266 |@@                                                  |
[2, 4)           4715026 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5510912 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2633760 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2271439 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1479639 |@@@@@@@@@@@@@                                       |
[64, 128)         819054 |@@@@@@@                                             |
[128, 256)        680532 |@@@@@@                                              |
[256, 512)        503711 |@@@@                                                |
[512, 1K)         306515 |@@                                                  |
[1K, 2K)          118638 |@                                                   |
[2K, 4K)           54820 |                                                    |
[4K, 8K)            9525 |                                                    |
[8K, 16K)           2064 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           79 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30248804
@runq_delay_us: 
[1]               283109 |@@                                                  |
[2, 4)           4744704 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5532768 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2643749 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2280816 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1484518 |@@@@@@@@@@@@@                                       |
[64, 128)         820539 |@@@@@@@                                             |
[128, 256)        681284 |@@@@@@                                              |
[256, 512)        504137 |@@@@                                                |
[512, 1K)         306726 |@@                                                  |
[1K, 2K)          118682 |@                                                   |
[2K, 4K)           54828 |                                                    |
[4K, 8K)            9528 |                                                    |
[8K, 16K)           2076 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30382083
@runq_delay_us: 
[1]               287082 |@@                                                  |
[2, 4)           4775286 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5553217 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2653304 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2290359 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1488635 |@@@@@@@@@@@@@                                       |
[64, 128)         821799 |@@@@@@@                                             |
[128, 256)        682463 |@@@@@@                                              |
[256, 512)        504769 |@@@@                                                |
[512, 1K)         306977 |@@                                                  |
[1K, 2K)          118715 |@                                                   |
[2K, 4K)           54830 |                                                    |
[4K, 8K)            9528 |                                                    |
[8K, 16K)           2076 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30514751
@runq_delay_us: 
[1]               291588 |@@                                                  |
[2, 4)           4806452 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5576235 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2663368 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2300184 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1492456 |@@@@@@@@@@@@@                                       |
[64, 128)         822483 |@@@@@@@                                             |
[128, 256)        682870 |@@@@@@                                              |
[256, 512)        504921 |@@@@                                                |
[512, 1K)         307096 |@@                                                  |
[1K, 2K)          118739 |@                                                   |
[2K, 4K)           54831 |                                                    |
[4K, 8K)            9528 |                                                    |
[8K, 16K)           2076 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30652361
@runq_delay_us: 
[1]               298356 |@@                                                  |
[2, 4)           4839353 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)           5596248 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2672721 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2309174 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1495782 |@@@@@@@@@@@@@                                       |
[64, 128)         823145 |@@@@@@@                                             |
[128, 256)        683270 |@@@@@@                                              |
[256, 512)        505166 |@@@@                                                |
[512, 1K)         307194 |@@                                                  |
[1K, 2K)          118767 |@                                                   |
[2K, 4K)           54836 |                                                    |
[4K, 8K)            9528 |                                                    |
[8K, 16K)           2076 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30789983
@runq_delay_us: 
[1]               302365 |@@                                                  |
[2, 4)           4872444 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5616818 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2682657 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2318827 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1499453 |@@@@@@@@@@@@@                                       |
[64, 128)         823791 |@@@@@@@                                             |
[128, 256)        683707 |@@@@@@                                              |
[256, 512)        505335 |@@@@                                                |
[512, 1K)         307264 |@@                                                  |
[1K, 2K)          118800 |@                                                   |
[2K, 4K)           54839 |                                                    |
[4K, 8K)            9528 |                                                    |
[8K, 16K)           2076 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 30925978
@runq_delay_us: 
[1]               306562 |@@                                                  |
[2, 4)           4902809 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5638437 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2692481 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2328574 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1503562 |@@@@@@@@@@@@@                                       |
[64, 128)         824740 |@@@@@@@                                             |
[128, 256)        684380 |@@@@@@                                              |
[256, 512)        505644 |@@@@                                                |
[512, 1K)         307381 |@@                                                  |
[1K, 2K)          118858 |@                                                   |
[2K, 4K)           54845 |                                                    |
[4K, 8K)            9528 |                                                    |
[8K, 16K)           2076 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31060536
@runq_delay_us: 
[1]               309376 |@@                                                  |
[2, 4)           4934885 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5660662 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2702218 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2338187 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1508003 |@@@@@@@@@@@@@                                       |
[64, 128)         825909 |@@@@@@@                                             |
[128, 256)        684980 |@@@@@@                                              |
[256, 512)        506023 |@@@@                                                |
[512, 1K)         307581 |@@                                                  |
[1K, 2K)          118895 |@                                                   |
[2K, 4K)           54855 |                                                    |
[4K, 8K)            9550 |                                                    |
[8K, 16K)           2077 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31196862
@runq_delay_us: 
[1]               314659 |@@                                                  |
[2, 4)           4967094 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5679924 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2711606 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2347382 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1511824 |@@@@@@@@@@@@@                                       |
[64, 128)         827003 |@@@@@@@                                             |
[128, 256)        686061 |@@@@@@                                              |
[256, 512)        506775 |@@@@                                                |
[512, 1K)         307969 |@@                                                  |
[1K, 2K)          118983 |@                                                   |
[2K, 4K)           54863 |                                                    |
[4K, 8K)            9552 |                                                    |
[8K, 16K)           2077 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31332920
@runq_delay_us: 
[1]               318254 |@@                                                  |
[2, 4)           5000767 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5701096 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2721166 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2357098 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1515847 |@@@@@@@@@@@@@                                       |
[64, 128)         827964 |@@@@@@@                                             |
[128, 256)        686496 |@@@@@@                                              |
[256, 512)        507066 |@@@@                                                |
[512, 1K)         308069 |@@                                                  |
[1K, 2K)          119030 |@                                                   |
[2K, 4K)           54865 |                                                    |
[4K, 8K)            9552 |                                                    |
[8K, 16K)           2078 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31470127
@runq_delay_us: 
[1]               322055 |@@                                                  |
[2, 4)           5031048 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5721263 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2731487 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2367929 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1520397 |@@@@@@@@@@@@@                                       |
[64, 128)         829253 |@@@@@@@                                             |
[128, 256)        687450 |@@@@@@                                              |
[256, 512)        507422 |@@@@                                                |
[512, 1K)         308201 |@@                                                  |
[1K, 2K)          119061 |@                                                   |
[2K, 4K)           54891 |                                                    |
[4K, 8K)            9556 |                                                    |
[8K, 16K)           2078 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31603467
@runq_delay_us: 
[1]               326753 |@@                                                  |
[2, 4)           5063710 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5741378 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2740293 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2376535 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1524462 |@@@@@@@@@@@@@                                       |
[64, 128)         830631 |@@@@@@@                                             |
[128, 256)        688379 |@@@@@@                                              |
[256, 512)        507932 |@@@@                                                |
[512, 1K)         308437 |@@                                                  |
[1K, 2K)          119184 |@                                                   |
[2K, 4K)           54901 |                                                    |
[4K, 8K)            9556 |                                                    |
[8K, 16K)           2078 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31739418
@runq_delay_us: 
[1]               329168 |@@                                                  |
[2, 4)           5092500 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@       |
[4, 8)           5761552 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2749978 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2386079 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1529465 |@@@@@@@@@@@@@                                       |
[64, 128)         832094 |@@@@@@@                                             |
[128, 256)        689209 |@@@@@@                                              |
[256, 512)        508531 |@@@@                                                |
[512, 1K)         308701 |@@                                                  |
[1K, 2K)          119257 |@                                                   |
[2K, 4K)           54968 |                                                    |
[4K, 8K)            9568 |                                                    |
[8K, 16K)           2078 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31866931
@runq_delay_us: 
[1]               330368 |@@                                                  |
[2, 4)           5126208 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)           5781489 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2759622 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2395233 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1533191 |@@@@@@@@@@@@@                                       |
[64, 128)         832679 |@@@@@@@                                             |
[128, 256)        689595 |@@@@@@                                              |
[256, 512)        508676 |@@@@                                                |
[512, 1K)         308740 |@@                                                  |
[1K, 2K)          119285 |@                                                   |
[2K, 4K)           54980 |                                                    |
[4K, 8K)            9582 |                                                    |
[8K, 16K)           2079 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 31996388
@runq_delay_us: 
[1]               331759 |@@                                                  |
[2, 4)           5163616 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)           5800020 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2768678 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2404413 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1536128 |@@@@@@@@@@@@@                                       |
[64, 128)         833249 |@@@@@@@                                             |
[128, 256)        689958 |@@@@@@                                              |
[256, 512)        508827 |@@@@                                                |
[512, 1K)         308842 |@@                                                  |
[1K, 2K)          119289 |@                                                   |
[2K, 4K)           54983 |                                                    |
[4K, 8K)            9582 |                                                    |
